home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year
Wales,Scotland,2,2,British Championship,Wrexham,Wales,False,D,Saturday,March,1897
Scotland,Northern Ireland,5,1,British Championship,Glasgow,Scotland,False,H,Saturday,March,1897
England,Wales,4,0,British Championship,Sheffield,England,False,H,Monday,March,1897
England,Scotland,1,2,British Championship,London,England,False,A,Saturday,April,1897
Wales,Northern Ireland,0,1,British Championship,Llandudno,Wales,False,A,Saturday,February,1898
Northern Ireland,England,2,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1898
Scotland,Wales,5,2,British Championship,Motherwell,Scotland,False,H,Saturday,March,1898
Northern Ireland,Scotland,0,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1898
Wales,England,0,3,British Championship,Wrexham,Wales,False,A,Monday,March,1898
Scotland,England,1,3,British Championship,Glasgow,Scotland,False,A,Saturday,April,1898
England,Northern Ireland,13,2,British Championship,Sunderland,England,False,H,Saturday,February,1899
Northern Ireland,Wales,1,0,British Championship,Belfast,Republic of Ireland,False,H,Saturday,March,1899
Wales,Scotland,0,6,British Championship,Wrexham,Wales,False,A,Saturday,March,1899
England,Wales,4,0,British Championship,Bristol,England,False,H,Monday,March,1899
Scotland,Northern Ireland,9,1,British Championship,Glasgow,Scotland,False,H,Saturday,March,1899
England,Scotland,2,1,British Championship,Birmingham,England,False,H,Saturday,April,1899
Scotland,Wales,5,2,British Championship,Aberdeen,Scotland,False,H,Saturday,February,1900
Wales,Northern Ireland,2,0,British Championship,Llandudno,Wales,False,H,Saturday,February,1900
Northern Ireland,Scotland,0,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1900
Northern Ireland,England,0,2,British Championship,Dublin,Republic of Ireland,False,A,Saturday,March,1900
Wales,England,1,1,British Championship,Cardiff,Wales,False,D,Monday,March,1900
Scotland,England,4,1,British Championship,Glasgow,Scotland,False,H,Saturday,April,1900
Scotland,Northern Ireland,11,0,British Championship,Glasgow,Scotland,False,H,Saturday,February,1901
Wales,Scotland,1,1,British Championship,Wrexham,Wales,False,D,Saturday,March,1901
England,Northern Ireland,3,0,British Championship,Southampton,England,False,H,Saturday,March,1901
England,Wales,6,0,British Championship,Newcastle,England,False,H,Monday,March,1901
Northern Ireland,Wales,0,1,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1901
England,Scotland,2,2,British Championship,London,England,False,D,Saturday,March,1901
Wales,Northern Ireland,0,3,British Championship,Cardiff,Wales,False,A,Saturday,February,1902
Northern Ireland,Scotland,1,5,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1902
Wales,England,0,0,British Championship,Wrexham,Wales,False,D,Monday,March,1902
Scotland,Wales,5,1,British Championship,Greenock,Scotland,False,H,Saturday,March,1902
Northern Ireland,England,0,1,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1902
England,Scotland,2,2,British Championship,Birmingham,England,False,D,Saturday,May,1902
Uruguay,Argentina,0,6,Friendly,Montevideo,Uruguay,False,A,Sunday,July,1902
Austria,Hungary,5,0,Friendly,Vienna,Austria,False,H,Sunday,October,1902
England,Northern Ireland,4,0,British Championship,Wolverhampton,England,False,H,Saturday,February,1903
England,Wales,2,1,British Championship,Portsmouth,England,False,H,Monday,March,1903
Wales,Scotland,0,1,British Championship,Cardiff,Wales,False,A,Monday,March,1903
Scotland,Northern Ireland,0,2,British Championship,Glasgow,Scotland,False,A,Saturday,March,1903
Northern Ireland,Wales,2,0,British Championship,Belfast,Republic of Ireland,False,H,Saturday,March,1903
England,Scotland,1,2,British Championship,Sheffield,England,False,A,Saturday,April,1903
Hungary,Czechoslovakia,2,1,Friendly,Budapest,Hungary,False,H,Sunday,April,1903
Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,H,Thursday,June,1903
Argentina,Uruguay,2,3,Friendly,Buenos Aires,Argentina,False,A,Sunday,September,1903
Austria,Hungary,4,2,Friendly,Vienna,Austria,False,H,Sunday,October,1903
Wales,England,2,2,British Championship,Wrexham,Wales,False,D,Monday,February,1904
Northern Ireland,England,1,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1904
Scotland,Wales,1,1,British Championship,Dundee,Scotland,False,D,Saturday,March,1904
Wales,Northern Ireland,0,1,British Championship,Bangor,Wales,False,A,Monday,March,1904
Northern Ireland,Scotland,1,1,British Championship,Dublin,Republic of Ireland,False,D,Saturday,March,1904
Scotland,England,0,1,British Championship,Glasgow,Scotland,False,A,Saturday,April,1904
Belgium,France,3,3,Friendly,Brussels,Belgium,False,D,Sunday,May,1904
Hungary,Austria,3,0,Friendly,Budapest,Hungary,False,H,Thursday,June,1904
Austria,Hungary,5,4,Friendly,Vienna,Austria,False,H,Sunday,October,1904
France,Switzerland,1,0,Friendly,Paris,France,False,H,Sunday,February,1905
England,Northern Ireland,1,1,British Championship,Middlesbrough,England,False,D,Saturday,February,1905
Wales,Scotland,3,1,British Championship,Wrexham,Wales,False,H,Monday,March,1905
Scotland,Northern Ireland,4,0,British Championship,Glasgow,Scotland,False,H,Saturday,March,1905
England,Wales,3,1,British Championship,Liverpool,England,False,H,Monday,March,1905
England,Scotland,1,0,British Championship,London,England,False,H,Saturday,April,1905
Northern Ireland,Wales,2,2,British Championship,Belfast,Republic of Ireland,False,D,Saturday,April,1905
Hungary,Austria,0,0,Friendly,Budapest,Hungary,False,D,Sunday,April,1905
Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,Sunday,April,1905
Belgium,France,7,0,Friendly,Brussels,Belgium,False,H,Sunday,May,1905
Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False,H,Sunday,May,1905
Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,False,D,Tuesday,August,1905
Northern Ireland,England,0,5,British Championship,Belfast,Republic of Ireland,False,A,Saturday,February,1906
Scotland,Wales,0,2,British Championship,Edinburgh,Scotland,False,A,Saturday,March,1906
Northern Ireland,Scotland,0,1,British Championship,Dublin,Republic of Ireland,False,A,Saturday,March,1906
Wales,England,0,1,British Championship,Cardiff,Wales,False,A,Monday,March,1906
Hungary,Czechoslovakia,1,1,Friendly,Budapest,Hungary,False,D,Sunday,April,1906
Wales,Northern Ireland,4,4,British Championship,Wrexham,Wales,False,D,Monday,April,1906
Scotland,England,2,1,British Championship,Glasgow,Scotland,False,H,Saturday,April,1906
France,Belgium,0,5,Friendly,Saint-Cloud,France,False,A,Sunday,April,1906
Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False,H,Sunday,April,1906
Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False,A,Sunday,May,1906
Uruguay,Argentina,0,2,Copa Lipton,Montevideo,Uruguay,False,A,Wednesday,August,1906
Czechoslovakia,Hungary,4,4,Friendly,Prague,Bohemia,False,D,Sunday,October,1906
Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False,H,Sunday,October,1906
Hungary,Austria,3,1,Friendly,Budapest,Hungary,False,H,Sunday,November,1906
England,Northern Ireland,1,0,British Championship,Liverpool,England,False,H,Saturday,February,1907
Northern Ireland,Wales,2,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,February,1907
Wales,Scotland,1,0,British Championship,Wrexham,Wales,False,H,Monday,March,1907
Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,False,H,Saturday,March,1907
England,Wales,1,1,British Championship,London,England,False,D,Monday,March,1907
England,Scotland,1,1,British Championship,Newcastle,England,False,D,Saturday,April,1907
Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False,H,Sunday,April,1907
Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False,A,Sunday,April,1907
Belgium,France,1,2,Friendly,Brussels,Belgium,False,A,Sunday,April,1907
Austria,Hungary,3,1,Friendly,Vienna,Austria,False,H,Sunday,May,1907
Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,False,A,Thursday,May,1907
Czechoslovakia,Hungary,5,3,Friendly,Prague,Bohemia,False,H,Sunday,October,1907
Hungary,Austria,4,1,Friendly,Budapest,Hungary,False,H,Sunday,November,1907
Northern Ireland,England,1,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,February,1908
Scotland,Wales,2,1,British Championship,Dundee,Scotland,False,H,Saturday,March,1908
Switzerland,France,1,2,Friendly,Geneva,Switzerland,False,A,Sunday,March,1908
Northern Ireland,Scotland,0,5,British Championship,Dublin,Republic of Ireland,False,A,Saturday,March,1908
Wales,England,1,7,British Championship,Wrexham,Wales,False,A,Monday,March,1908
Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,Sunday,March,1908
Scotland,England,1,1,British Championship,Glasgow,Scotland,False,D,Saturday,April,1908
Hungary,Czechoslovakia,5,2,Friendly,Budapest,Hungary,False,H,Sunday,April,1908
Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False,H,Sunday,April,1908
Wales,Northern Ireland,0,1,British Championship,Aberdare,Wales,False,A,Saturday,April,1908
France,Belgium,1,2,Friendly,Colombes,France,False,A,Sunday,April,1908
Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False,H,Sunday,April,1908
Austria,Hungary,4,0,Friendly,Vienna,Austria,False,H,Sunday,May,1908
Netherlands,France,4,1,Friendly,Rotterdam,Netherlands,False,H,Sunday,May,1908
Austria,England,1,6,Friendly,Vienna,Austria,False,A,Saturday,June,1908
Austria,Germany,3,2,Friendly,Vienna,Austria,False,H,Sunday,June,1908
Austria,England,1,11,Friendly,Vienna,Austria,False,A,Monday,June,1908
Hungary,England,0,7,Friendly,Budapest,Hungary,False,A,Wednesday,June,1908
Czechoslovakia,England,0,4,Friendly,Prague,Bohemia,False,A,Saturday,June,1908
Sweden,Norway,11,3,Friendly,Gothenburg,Sweden,False,H,Sunday,July,1908
Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,False,D,Saturday,August,1908
Argentina,Uruguay,2,1,Copa Newton,Buenos Aires,Argentina,False,H,Sunday,September,1908
Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,A,Sunday,October,1908
Netherlands,Sweden,5,3,Friendly,The Hague,Netherlands,False,H,Sunday,October,1908
Belgium,Sweden,2,1,Friendly,Brussels,Belgium,False,H,Monday,October,1908
Hungary,Austria,5,3,Friendly,Budapest,Hungary,False,H,Sunday,November,1908
England,Northern Ireland,4,0,British Championship,Bradford,England,False,H,Saturday,February,1909
Wales,Scotland,3,2,British Championship,Wrexham,Wales,False,H,Monday,March,1909
England,Wales,2,0,British Championship,Nottingham,England,False,H,Monday,March,1909
Scotland,Northern Ireland,5,0,British Championship,Glasgow,Scotland,False,H,Monday,March,1909
Northern Ireland,Wales,2,3,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1909
Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,A,Sunday,March,1909
England,Scotland,2,0,British Championship,London,England,False,H,Saturday,April,1909
Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,False,H,Sunday,April,1909
Hungary,Germany,3,3,Friendly,Budapest,Hungary,False,D,Sunday,April,1909
Netherlands,Belgium,4,1,Friendly,Rotterdam,Netherlands,False,H,Sunday,April,1909
Austria,Hungary,3,4,Friendly,Vienna,Austria,False,A,Sunday,May,1909
Belgium,France,5,2,Friendly,Brussels,Belgium,False,H,Sunday,May,1909
Hungary,England,2,4,Friendly,Budapest,Hungary,False,A,Saturday,May,1909
Hungary,Austria,1,1,Friendly,Budapest,Hungary,False,D,Sunday,May,1909
Hungary,England,2,8,Friendly,Budapest,Hungary,False,A,Monday,May,1909
Austria,England,1,8,Friendly,Vienna,Austria,False,A,Tuesday,June,1909
Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,H,Sunday,August,1909
Uruguay,Argentina,2,2,Copa Newton,Montevideo,Uruguay,False,D,Sunday,September,1909
Argentina,Uruguay,3,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,H,Sunday,October,1909
Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,D,Sunday,November,1909
Northern Ireland,England,1,1,British Championship,Belfast,Republic of Ireland,False,D,Saturday,February,1910
Scotland,Wales,1,0,British Championship,Kilmarnock,Scotland,False,H,Saturday,March,1910
Belgium,Netherlands,3,2,Friendly,Antwerp,Belgium,False,H,Sunday,March,1910
Wales,England,0,1,British Championship,Cardiff,Wales,False,A,Monday,March,1910
Northern Ireland,Scotland,1,0,British Championship,Belfast,Republic of Ireland,False,H,Saturday,March,1910
Scotland,England,2,0,British Championship,Glasgow,Scotland,False,H,Saturday,April,1910
France,Belgium,0,4,Friendly,Gentilly,France,False,A,Sunday,April,1910
Switzerland,Germany,2,3,Friendly,Basel,Switzerland,False,A,Sunday,April,1910
Netherlands,Belgium,7,0,Friendly,Haarlem,Netherlands,False,H,Sunday,April,1910
Wales,Northern Ireland,4,1,British Championship,Wrexham,Wales,False,H,Monday,April,1910
Netherlands,Germany,4,2,Friendly,Arnhem,Netherlands,False,H,Sunday,April,1910
Austria,Hungary,2,1,Friendly,Vienna,Austria,False,H,Sunday,May,1910
Italy,France,6,2,Friendly,Milan,Italy,False,H,Sunday,May,1910
Germany,Belgium,0,3,Friendly,Duisburg,Germany,False,A,Monday,May,1910
Hungary,Italy,6,1,Friendly,Budapest,Hungary,False,H,Thursday,May,1910
Argentina,Chile,3,1,Friendly,Buenos Aires,Argentina,False,H,Friday,May,1910
Chile,Uruguay,0,3,Friendly,Buenos Aires,Argentina,True,A,Sunday,May,1910
Argentina,Chile,5,1,Friendly,Buenos Aires,Argentina,False,H,Sunday,June,1910
Argentina,Uruguay,4,1,Friendly,Buenos Aires,Argentina,False,H,Sunday,June,1910
Uruguay,Argentina,3,1,Copa Lipton,Montevideo,Uruguay,False,H,Monday,August,1910
Chile,Argentina,0,3,Friendly,Viña del Mar,Chile,False,A,Sunday,September,1910
Norway,Sweden,0,4,Friendly,Kristiania,Norway,False,A,Sunday,September,1910
Germany,Netherlands,1,2,Friendly,Kleve,Germany,False,A,Sunday,October,1910
Hungary,Austria,3,0,Friendly,Budapest,Hungary,False,H,Sunday,November,1910
Argentina,Uruguay,1,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,D,Sunday,November,1910
Argentina,Uruguay,2,6,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,A,Sunday,November,1910
France,Hungary,0,3,Friendly,Maisons-Alfort,France,False,A,Sunday,January,1911
Italy,Hungary,0,1,Friendly,Milan,Italy,False,A,Friday,January,1911
Switzerland,Hungary,2,0,Friendly,Zürich,Switzerland,False,H,Sunday,January,1911
Northern Ireland,Wales,1,2,British Championship,Belfast,Republic of Ireland,False,A,Saturday,January,1911
England,Northern Ireland,2,1,British Championship,Derby,England,False,H,Saturday,February,1911
Wales,Scotland,2,2,British Championship,Cardiff,Wales,False,D,Monday,March,1911
England,Wales,3,0,British Championship,London,England,False,H,Monday,March,1911
Scotland,Northern Ireland,2,0,British Championship,Glasgow,Scotland,False,H,Saturday,March,1911
Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False,A,Sunday,March,1911
Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False,H,Sunday,March,1911
England,Scotland,1,1,British Championship,Liverpool,England,False,D,Saturday,April,1911
Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False,H,Sunday,April,1911
France,Italy,2,2,Friendly,Saint-Ouen,France,False,D,Sunday,April,1911
Belgium,Germany,2,1,Friendly,Liège,Belgium,False,H,Sunday,April,1911
Switzerland,France,5,2,Friendly,Geneva,Switzerland,False,H,Sunday,April,1911
Belgium,France,7,1,Friendly,Uccle,Belgium,False,H,Sunday,April,1911
Austria,Hungary,3,1,Friendly,Vienna,Austria,False,H,Sunday,May,1911
Italy,Switzerland,2,2,Friendly,Milan,Italy,False,D,Sunday,May,1911
Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False,H,Sunday,May,1911
Sweden,Germany,2,4,Friendly,Solna,Sweden,False,A,Sunday,June,1911
Argentina,Uruguay,0,2,Copa Lipton,Buenos Aires,Argentina,False,A,Tuesday,August,1911
Sweden,Norway,4,1,Friendly,Solna,Sweden,False,H,Sunday,September,1911
Uruguay,Argentina,2,3,Copa Newton,Montevideo,Uruguay,False,A,Sunday,September,1911
Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,D,Sunday,October,1911
Germany,Austria,1,2,Friendly,Dresden,Germany,False,A,Monday,October,1911
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,H,Sunday,October,1911
Finland,Sweden,2,5,Friendly,Helsinki,Finland,False,A,Sunday,October,1911
Germany,Sweden,1,3,Friendly,Hamburg,Germany,False,A,Sunday,October,1911
Hungary,Switzerland,9,0,Friendly,Budapest,Hungary,False,H,Sunday,October,1911
Luxembourg,France,1,4,Friendly,Luxembourg,Luxembourg,False,A,Sunday,October,1911
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,H,Sunday,October,1911
Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,H,Sunday,November,1911
Germany,Hungary,1,4,Friendly,Munich,Germany,False,A,Sunday,December,1911
France,Belgium,1,1,Friendly,Saint-Ouen,France,False,D,Sunday,January,1912
Northern Ireland,England,1,6,British Championship,Dublin,Republic of Ireland,False,A,Saturday,February,1912
France,Catalonia,7,0,Friendly,Paris,France,False,H,Saturday,February,1912
France,Switzerland,4,1,Friendly,Saint-Ouen,France,False,H,Sunday,February,1912
Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False,H,Tuesday,February,1912
Scotland,Wales,1,0,British Championship,Edinburgh,Scotland,False,H,Saturday,March,1912
Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False,A,Sunday,March,1912
Wales,England,0,2,British Championship,Wrexham,Wales,False,A,Monday,March,1912
Northern Ireland,Scotland,1,4,British Championship,Belfast,Republic of Ireland,False,A,Saturday,March,1912
Italy,France,3,4,Friendly,Turin,Italy,False,A,Sunday,March,1912
Scotland,England,1,1,British Championship,Glasgow,Scotland,False,D,Saturday,March,1912
Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False,D,Sunday,March,1912
Wales,Northern Ireland,2,3,British Championship,Cardiff,Wales,False,A,Saturday,April,1912
Hungary,Germany,4,4,Friendly,Budapest,Hungary,False,D,Sunday,April,1912
Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False,H,Sunday,April,1912
Austria,Hungary,1,1,Friendly,Vienna,Austria,False,D,Sunday,May,1912
Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False,A,Sunday,May,1912
Norway,Sweden,1,2,Friendly,Kristiania,Norway,False,A,Sunday,June,1912
Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False,D,Thursday,June,1912
Norway,Hungary,0,6,Friendly,Kristiania,Norway,False,A,Sunday,June,1912
Sweden,Finland,7,1,Friendly,Solna,Sweden,False,H,Thursday,June,1912
Austria,Italy,5,1,Friendly,Stockholm,Sweden,True,H,Sunday,June,1912
Austria,Norway,1,1,Friendly,Stockholm,Sweden,True,D,Monday,July,1912
Hungary,Austria,3,0,Friendly,Stockholm,Sweden,True,H,Wednesday,July,1912
Norway,Russia,2,1,Friendly,Stockholm,Sweden,True,H,Wednesday,July,1912
Netherlands,Austria,3,1,Friendly,Stockholm,Sweden,True,H,Friday,July,1912
Russia,Hungary,0,9,Friendly,Moscow,Russia,False,A,Friday,July,1912
Russia,Hungary,0,12,Friendly,Moscow,Russia,False,A,Sunday,July,1912
Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False,H,Thursday,August,1912
Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,H,Sunday,August,1912
Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,A,Sunday,September,1912
Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False,D,Sunday,October,1912
Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False,H,Sunday,October,1912
Hungary,Austria,4,0,Friendly,Budapest,Hungary,False,H,Sunday,November,1912
Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False,H,Sunday,November,1912
Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False,A,Sunday,November,1912
Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False,A,Sunday,December,1912
Catalonia,France,1,0,Friendly,Barcelona,Spain,False,H,Sunday,December,1912
Italy,Austria,1,3,Friendly,Genoa,Italy,False,A,Sunday,December,1912
France,Italy,1,0,Friendly,Saint-Ouen,France,False,H,Sunday,January,1913
Northern Ireland,Wales,0,1,British Championship,Belfast,Republic of Ireland,False,A,Saturday,January,1913
Northern Ireland,England,2,1,British Championship,Belfast,Republic of Ireland,False,H,Saturday,February,1913
Belgium,France,3,0,Friendly,Brussels,Belgium,False,H,Sunday,February,1913
Wales,Scotland,0,0,British Championship,Wrexham,Wales,False,D,Monday,March,1913
Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False,D,Sunday,March,1913
Switzerland,France,1,4,Friendly,Geneva,Switzerland,False,A,Sunday,March,1913
Northern Ireland,Scotland,1,2,British Championship,Dublin,Republic of Ireland,False,A,Saturday,March,1913
England,Wales,4,3,British Championship,Bristol,England,False,H,Monday,March,1913
England,Scotland,1,0,British Championship,London,England,False,H,Saturday,April,1913
France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,H,Sunday,April,1913
Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,A,Sunday,April,1913
Austria,Hungary,1,4,Friendly,Vienna,Austria,False,A,Sunday,April,1913
Italy,Belgium,1,0,Friendly,Turin,Italy,False,H,Thursday,May,1913
Russia,Sweden,1,4,Friendly,Moscow,Russia,False,A,Sunday,May,1913
Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,A,Sunday,May,1913
Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,A,Sunday,May,1913
Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,H,Sunday,May,1913
Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,H,Sunday,May,1913
Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,H,Sunday,June,1913
Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False,D,Sunday,June,1913
Austria,Italy,2,0,Friendly,Vienna,Austria,False,H,Sunday,June,1913
Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False,H,Wednesday,July,1913
Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False,H,Friday,August,1913
Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,H,Sunday,August,1913
Russia,Norway,1,1,Friendly,Moscow,Russia,False,D,Sunday,September,1913
Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False,A,Sunday,September,1913
Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,A,Sunday,October,1913
Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,H,Sunday,October,1913
Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,A,Sunday,October,1913
Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,H,Sunday,October,1913
Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,D,Sunday,October,1913
Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,H,Sunday,October,1913
Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,H,Sunday,November,1913
Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,H,Sunday,November,1913
Italy,Austria,0,0,Friendly,Milan,Italy,False,D,Sunday,January,1914
Wales,Northern Ireland,1,2,British Championship,Wrexham,Wales,False,A,Monday,January,1914
France,Belgium,4,3,Friendly,Lille,France,False,H,Sunday,January,1914
Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,H,Sunday,February,1914
England,Northern Ireland,0,3,British Championship,Middlesbrough,England,False,A,Saturday,February,1914
Scotland,Wales,0,0,British Championship,Glasgow,Scotland,False,D,Saturday,February,1914
France,Switzerland,2,2,Friendly,Saint-Ouen,France,False,D,Sunday,March,1914
Northern Ireland,Scotland,1,1,British Championship,Belfast,Republic of Ireland,False,D,Saturday,March,1914
Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,A,Sunday,March,1914
Wales,England,0,2,British Championship,Cardiff,Wales,False,A,Monday,March,1914
Italy,France,2,0,Friendly,Turin,Italy,False,H,Sunday,March,1914
Italy,Switzerland,1,1,Friendly,Genoa,Italy,False,D,Sunday,April,1914
Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False,D,Sunday,April,1914
Scotland,England,3,1,British Championship,Glasgow,Scotland,False,H,Tuesday,April,1914
Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,H,Sunday,April,1914
Austria,Hungary,2,0,Friendly,Vienna,Austria,False,H,Sunday,May,1914
Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,H,Sunday,May,1914
Switzerland,Italy,0,1,Friendly,Berne,Switzerland,False,A,Sunday,May,1914
Sweden,Finland,4,3,Friendly,Solna,Sweden,False,H,Sunday,May,1914
Hungary,France,5,1,Friendly,Budapest,Hungary,False,H,Sunday,May,1914
Sweden,Hungary,1,1,Friendly,Solna,Sweden,False,D,Sunday,June,1914
Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,A,Sunday,June,1914
Sweden,Russia,2,2,Friendly,Solna,Sweden,False,D,Sunday,July,1914
Norway,Russia,1,1,Friendly,Kristiania,Norway,False,D,Sunday,July,1914
Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,H,Sunday,August,1914
Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,H,Sunday,September,1914
Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False,H,Sunday,September,1914
Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False,A,Sunday,September,1914
Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,D,Sunday,October,1914
Sweden,Norway,7,0,Friendly,Solna,Sweden,False,H,Sunday,October,1914
Austria,Hungary,1,2,Friendly,Vienna,Austria,False,A,Sunday,November,1914
Basque Country,Catalonia,6,1,Friendly,Bilbao,Spain,False,H,Sunday,January,1915
Italy,Switzerland,3,1,Friendly,Turin,Italy,False,H,Sunday,January,1915
Catalonia,Basque Country,2,2,Friendly,Barcelona,Spain,False,D,Sunday,February,1915
Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,A,Sunday,May,1915
Basque Country,Catalonia,1,0,Friendly,Madrid,Spain,False,H,Thursday,May,1915
Austria,Hungary,1,2,Friendly,Vienna,Austria,False,A,Sunday,May,1915
Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,H,Sunday,June,1915
Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,D,Sunday,June,1915
Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,A,Sunday,July,1915
Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,H,Sunday,August,1915
Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False,H,Sunday,September,1915
Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,H,Sunday,September,1915
Austria,Hungary,4,2,Friendly,Vienna,Austria,False,H,Sunday,October,1915
Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,H,Sunday,October,1915
Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,A,Sunday,October,1915
