,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,year,continent,total_score
238,1914-02-28,Scotland,Wales,0.0,0.0,British Championship,Glasgow,Scotland,False,Draw,1914,Europe,0.0
239,1914-03-08,France,Switzerland,2.0,2.0,Friendly,Saint-Ouen,France,False,Draw,1914,Europe,4.0
240,1914-03-14,Northern Ireland,Scotland,1.0,1.0,British Championship,Belfast,Republic of Ireland,False,Draw,1914,Europe,2.0
241,1914-03-15,Belgium,Netherlands,2.0,4.0,Friendly,Antwerp,Belgium,False,Away,1914,Europe,6.0
242,1914-03-16,Wales,England,0.0,2.0,British Championship,Cardiff,Wales,False,Away,1914,Europe,2.0
243,1914-03-29,Italy,France,2.0,0.0,Friendly,Turin,Italy,False,Home,1914,Europe,2.0
244,1914-04-05,Italy,Switzerland,1.0,1.0,Friendly,Genoa,Italy,False,Draw,1914,Europe,2.0
245,1914-04-14,Scotland,England,3.0,1.0,British Championship,Glasgow,Scotland,False,Home,1914,Europe,4.0
246,1914-05-03,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,False,Home,1914,Europe,2.0
247,1914-05-17,Switzerland,Italy,0.0,1.0,Friendly,Berne,Switzerland,False,Away,1914,Europe,1.0
248,1914-06-21,Sweden,Hungary,1.0,1.0,Friendly,Solna,Sweden,False,Draw,1914,Europe,2.0
249,1914-06-28,Norway,Sweden,0.0,1.0,Friendly,Kristiania,Norway,False,Away,1914,Europe,1.0
250,1914-07-05,Sweden,Russia,2.0,2.0,Friendly,Solna,Sweden,False,Draw,1914,Europe,4.0
251,1914-07-12,Norway,Russia,1.0,1.0,Friendly,Kristiania,Norway,False,Draw,1914,Europe,2.0
252,1914-08-30,Uruguay,Argentina,3.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Home,1914,America,5.0
253,1914-09-13,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Home,1914,America,3.0
254,1914-09-20,Argentina,Brazil,3.0,0.0,Friendly,Buenos Aires,Argentina,False,Home,1914,America,3.0
255,1914-09-27,Argentina,Brazil,0.0,1.0,Copa Roca,Buenos Aires,Argentina,False,Away,1914,America,1.0
256,1914-10-04,Hungary,Austria,2.0,2.0,Friendly,Budapest,Hungary,False,Draw,1914,Europe,4.0
257,1914-11-08,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,False,Away,1914,Europe,3.0
258,1915-01-31,Italy,Switzerland,3.0,1.0,Friendly,Turin,Italy,False,Home,1915,Europe,4.0
259,1915-05-30,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,False,Away,1915,Europe,3.0
260,1915-06-06,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,False,Home,1915,Europe,2.0
261,1915-06-27,Norway,Sweden,1.0,1.0,Friendly,Kristiania,Norway,False,Draw,1915,Europe,2.0
262,1915-07-18,Uruguay,Argentina,2.0,3.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Away,1915,America,5.0
263,1915-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Buenos Aires,Argentina,False,Home,1915,America,3.0
264,1915-09-12,Uruguay,Argentina,2.0,0.0,Copa Newton,Montevideo,Uruguay,False,Home,1915,America,2.0
265,1915-10-31,Sweden,Denmark,0.0,2.0,Friendly,Stockholm,Sweden,False,Away,1915,Europe,2.0
266,1916-05-07,Austria,Hungary,3.0,1.0,Friendly,Vienna,Austria,False,Home,1916,Europe,4.0
267,1916-06-04,Denmark,Sweden,2.0,0.0,Friendly,Copenhagen,Denmark,False,Home,1916,Europe,2.0
268,1916-06-04,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,False,Home,1916,Europe,3.0
269,1916-06-25,Norway,Denmark,0.0,2.0,Friendly,Kristiania,Norway,False,Away,1916,Europe,2.0
270,1916-07-02,Chile,Uruguay,0.0,4.0,Copa América,Buenos Aires,Argentina,True,Away,1916,America,4.0
271,1916-07-08,Brazil,Chile,1.0,1.0,Copa América,Buenos Aires,Argentina,True,Draw,1916,America,2.0
272,1916-07-10,Argentina,Brazil,1.0,1.0,Copa América,Buenos Aires,Argentina,False,Draw,1916,America,2.0
273,1916-07-12,Argentina,Chile,1.0,0.0,Friendly,Buenos Aires,Argentina,False,Home,1916,America,1.0
274,1916-07-12,Brazil,Uruguay,1.0,2.0,Copa América,Buenos Aires,Argentina,True,Away,1916,America,3.0
275,1916-07-17,Argentina,Uruguay,0.0,0.0,Copa América,Avellaneda,Argentina,False,Draw,1916,America,0.0
276,1916-07-18,Uruguay,Brazil,0.0,1.0,Friendly,Montevideo,Uruguay,False,Away,1916,America,1.0
277,1916-08-15,Argentina,Uruguay,3.0,1.0,Copa Newton,Avellaneda,Argentina,False,Home,1916,America,4.0
278,1916-08-15,Uruguay,Argentina,1.0,2.0,Copa Lipton,Montevideo,Uruguay,False,Away,1916,America,3.0
279,1916-08-20,Sweden,USA,2.0,3.0,Friendly,Stockholm,Sweden,False,Away,1916,Europe,5.0
280,1916-09-03,Norway,USA,1.0,1.0,Friendly,Kristiania,Norway,False,Draw,1916,Europe,2.0
281,1916-10-01,Hungary,Austria,2.0,3.0,Friendly,Budapest,Hungary,False,Away,1916,Europe,5.0
282,1916-10-01,Norway,Sweden,0.0,0.0,Friendly,Kristiania,Norway,False,Draw,1916,Europe,0.0
283,1916-10-01,Uruguay,Argentina,0.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Away,1916,America,1.0
284,1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly,Montevideo,Uruguay,False,Home,1916,America,4.0
285,1916-11-05,Austria,Hungary,3.0,3.0,Friendly,Vienna,Austria,False,Draw,1916,Europe,6.0
286,1917-05-06,Austria,Hungary,1.0,1.0,Friendly,Vienna,Austria,False,Draw,1917,Europe,2.0
287,1917-06-03,Denmark,Sweden,1.0,1.0,Friendly,Copenhagen,Denmark,False,Draw,1917,Europe,2.0
288,1917-06-17,Norway,Denmark,1.0,2.0,Friendly,Kristiania,Norway,False,Away,1917,Europe,3.0
289,1917-07-15,Austria,Hungary,1.0,4.0,Friendly,Vienna,Austria,False,Away,1917,Europe,5.0
290,1917-07-18,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Away,1917,America,2.0
291,1917-08-15,Argentina,Uruguay,1.0,0.0,Copa Lipton,Avellaneda,Argentina,False,Home,1917,America,1.0
292,1917-08-19,Sweden,Norway,3.0,3.0,Friendly,Helsingborg,Sweden,False,Draw,1917,Europe,6.0
293,1917-09-02,Uruguay,Argentina,1.0,0.0,Copa Newton,Montevideo,Uruguay,False,Home,1917,America,1.0
294,1917-09-16,Norway,Sweden,0.0,2.0,Friendly,Kristiania,Norway,False,Away,1917,Europe,2.0
295,1917-10-06,Argentina,Chile,1.0,0.0,Copa América,Montevideo,Uruguay,True,Home,1917,America,1.0
296,1917-10-07,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,False,Home,1917,Europe,3.0
297,1917-10-14,Sweden,Denmark,1.0,2.0,Friendly,Stockholm,Sweden,False,Away,1917,Europe,3.0
298,1917-10-14,Uruguay,Argentina,1.0,0.0,Copa América,Montevideo,Uruguay,False,Home,1917,America,1.0
299,1917-10-16,Uruguay,Brazil,3.0,1.0,Friendly,Montevideo,Uruguay,False,Home,1917,America,4.0
300,1917-11-04,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,False,Away,1917,Europe,3.0
301,1917-12-23,Switzerland,Austria,0.0,1.0,Friendly,Basel,Switzerland,False,Away,1917,Europe,1.0
302,1917-12-26,Switzerland,Austria,3.0,2.0,Friendly,Zürich,Switzerland,False,Home,1917,Europe,5.0
303,1918-04-14,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,False,Home,1918,Europe,2.0
304,1918-05-12,Hungary,Switzerland,2.0,1.0,Friendly,Budapest,Hungary,False,Home,1918,Europe,3.0
305,1918-05-26,Sweden,Norway,2.0,0.0,Friendly,Stockholm,Sweden,False,Home,1918,Europe,2.0
306,1918-06-02,Austria,Hungary,0.0,2.0,Friendly,Vienna,Austria,False,Away,1918,Europe,2.0
307,1918-06-02,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,False,Home,1918,Europe,3.0
308,1918-06-16,Norway,Denmark,3.0,1.0,Friendly,Kristiania,Norway,False,Home,1918,Europe,4.0
309,1918-07-18,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Draw,1918,America,2.0
310,1918-07-28,Uruguay,Argentina,3.0,1.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Home,1918,America,4.0
311,1918-08-15,Argentina,Uruguay,0.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Draw,1918,America,0.0
312,1918-08-25,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Home,1918,America,3.0
313,1918-09-15,Norway,Sweden,2.0,1.0,Friendly,Kristiania,Norway,False,Home,1918,Europe,3.0
314,1918-09-20,Uruguay,Argentina,1.0,1.0,Copa Lipton,Montevideo,Uruguay,False,Draw,1918,America,2.0
315,1918-09-29,Argentina,Uruguay,2.0,0.0,Copa Newton,Buenos Aires,Argentina,False,Home,1918,America,2.0
316,1918-10-06,Austria,Hungary,0.0,3.0,Friendly,Vienna,Austria,False,Away,1918,Europe,3.0
317,1918-10-20,Sweden,Denmark,1.0,2.0,Friendly,Gothenburg,Sweden,False,Away,1918,Europe,3.0
318,1919-03-09,Belgium,France,2.0,2.0,Friendly,Brussels,Belgium,False,Draw,1919,Europe,4.0
319,1919-04-06,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,False,Home,1919,Europe,3.0
320,1919-05-13,Argentina,Uruguay,2.0,3.0,Copa América,Rio de Janeiro,Brazil,True,Away,1919,America,5.0
321,1919-05-15,Paraguay,Argentina,0.0,3.0,Friendly,Asunción,Paraguay,False,Away,1919,America,3.0
322,1919-05-17,Chile,Uruguay,0.0,2.0,Copa América,Rio de Janeiro,Brazil,True,Away,1919,America,2.0
323,1919-05-18,Brazil,Argentina,3.0,1.0,Copa América,Rio de Janeiro,Brazil,False,Home,1919,America,4.0
324,1919-05-21,Paraguay,Argentina,1.0,2.0,Friendly,Asunción,Paraguay,False,Away,1919,America,3.0
325,1919-05-24,Paraguay,Argentina,1.0,2.0,Friendly,Asunción,Paraguay,False,Away,1919,America,3.0
326,1919-05-26,Brazil,Uruguay,2.0,2.0,Copa América,Rio de Janeiro,Brazil,False,Draw,1919,America,4.0
327,1919-05-29,Brazil,Uruguay,1.0,0.0,Copa América,Rio de Janeiro,Brazil,False,Home,1919,America,1.0
328,1919-05-29,Sweden,Finland,1.0,0.0,Friendly,Stockholm,Sweden,False,Home,1919,Europe,1.0
329,1919-06-01,Brazil,Argentina,3.0,3.0,Friendly,Rio de Janeiro,Brazil,False,Draw,1919,America,6.0
330,1919-06-05,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,False,Home,1919,Europe,3.0
331,1919-06-09,Netherlands,Sweden,3.0,1.0,Friendly,Amsterdam,Netherlands,False,Home,1919,Europe,4.0
332,1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton,Montevideo,Uruguay,False,Home,1919,America,3.0
333,1919-08-31,Norway,Netherlands,1.0,1.0,Friendly,Oslo,Norway,False,Draw,1919,Europe,2.0
334,1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton,Buenos Aires,Argentina,False,Away,1919,America,3.0
335,1919-09-21,Norway,Denmark,3.0,2.0,Friendly,Kristiania,Norway,False,Home,1919,Europe,5.0
336,1919-09-28,Finland,Sweden,3.0,3.0,Friendly,Helsinki,Finland,False,Draw,1919,Europe,6.0
337,1919-10-05,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,False,Home,1919,Europe,2.0
338,1919-10-12,Sweden,Denmark,3.0,0.0,Friendly,Stockholm,Sweden,False,Home,1919,Europe,3.0
339,1919-10-25,Northern Ireland,England,1.0,1.0,British Championship,Belfast,Republic of Ireland,False,Draw,1919,Europe,2.0
340,1919-11-09,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,False,Home,1919,Europe,5.0
341,1920-02-14,Northern Ireland,Wales,2.0,2.0,British Championship,Belfast,Republic of Ireland,False,Draw,1920,Europe,4.0
342,1920-02-26,Wales,Scotland,1.0,1.0,British Championship,Cardiff,Wales,False,Draw,1920,Europe,2.0
343,1920-02-29,Switzerland,France,0.0,2.0,Friendly,Geneva,Switzerland,False,Away,1920,Europe,2.0
344,1920-03-13,Scotland,Northern Ireland,3.0,0.0,British Championship,Glasgow,Scotland,False,Home,1920,Europe,3.0
345,1920-03-15,England,Wales,1.0,2.0,British Championship,London,England,False,Away,1920,Europe,3.0
346,1920-03-28,France,Belgium,2.0,1.0,Friendly,Paris,France,False,Home,1920,Europe,3.0
347,1920-03-28,Switzerland,Italy,3.0,0.0,Friendly,Berne,Switzerland,False,Home,1920,Europe,3.0
348,1920-04-05,Netherlands,Denmark,2.0,0.0,Friendly,Amsterdam,Netherlands,False,Home,1920,Europe,2.0
349,1920-05-02,Austria,Hungary,2.0,2.0,Friendly,Vienna,Austria,False,Draw,1920,Europe,4.0
350,1920-05-13,Italy,Netherlands,1.0,1.0,Friendly,Genoa,Italy,False,Draw,1920,Europe,2.0
351,1920-05-16,Switzerland,Netherlands,2.0,1.0,Friendly,Basel,Switzerland,False,Home,1920,Europe,3.0
352,1920-06-06,Sweden,Switzerland,0.0,1.0,Friendly,Stockholm,Sweden,False,Away,1920,Europe,1.0
353,1920-06-13,Norway,Denmark,1.0,1.0,Friendly,Kristiania,Norway,False,Draw,1920,Europe,2.0
354,1920-06-27,Norway,Sweden,0.0,3.0,Friendly,Kristiania,Norway,False,Away,1920,Europe,3.0
355,1920-07-18,Uruguay,Argentina,2.0,0.0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Home,1920,America,2.0
356,1920-07-25,Argentina,Uruguay,1.0,3.0,Copa Newton,Buenos Aires,Argentina,False,Away,1920,America,4.0
357,1920-08-08,Argentina,Uruguay,1.0,0.0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Home,1920,America,1.0
358,1920-09-11,Chile,Brazil,0.0,1.0,Copa América,Viña del Mar,Chile,False,Away,1920,America,1.0
359,1920-09-12,Uruguay,Argentina,1.0,1.0,Copa América,Viña del Mar,Chile,True,Draw,1920,America,2.0
360,1920-09-19,Finland,Sweden,1.0,0.0,Friendly,Helsinki,Finland,False,Home,1920,Europe,1.0
361,1920-09-20,Chile,Argentina,1.0,1.0,Copa América,Viña del Mar,Chile,False,Draw,1920,America,2.0
362,1920-09-25,Argentina,Brazil,2.0,0.0,Copa América,Viña del Mar,Chile,True,Home,1920,America,2.0
363,1920-09-26,Austria,Germany,3.0,2.0,Friendly,Vienna,Austria,False,Home,1920,Europe,5.0
364,1920-09-26,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,False,Draw,1920,Europe,0.0
365,1920-10-03,Chile,Uruguay,1.0,2.0,Copa América,Viña del Mar,Chile,False,Away,1920,America,3.0
366,1920-10-10,Sweden,Denmark,0.0,2.0,Friendly,Stockholm,Sweden,False,Away,1920,Europe,2.0
367,1920-10-23,England,Northern Ireland,2.0,0.0,British Championship,Sunderland,England,False,Home,1920,Europe,2.0
368,1920-10-24,Germany,Hungary,1.0,0.0,Friendly,Berlin,Germany,False,Home,1920,Europe,1.0
369,1920-11-07,Hungary,Austria,1.0,2.0,Friendly,Budapest,Hungary,False,Away,1920,Europe,3.0
370,1921-02-12,Scotland,Wales,2.0,1.0,British Championship,Aberdeen,Scotland,False,Home,1921,Europe,3.0
371,1921-02-20,France,Italy,1.0,2.0,Friendly,Marseille,France,False,Away,1921,Europe,3.0
372,1921-02-26,Northern Ireland,Scotland,0.0,2.0,British Championship,Belfast,Republic of Ireland,False,Away,1921,Europe,2.0
373,1921-03-06,Belgium,France,3.0,1.0,Friendly,Forest,Belgium,False,Home,1921,Europe,4.0
374,1921-03-06,Italy,Switzerland,2.0,1.0,Friendly,Milan,Italy,False,Home,1921,Europe,3.0
375,1921-03-14,Wales,England,0.0,0.0,British Championship,Cardiff,Wales,False,Draw,1921,Europe,0.0
376,1921-03-26,Austria,Sweden,2.0,2.0,Friendly,Vienna,Austria,False,Draw,1921,Europe,4.0
377,1921-04-07,Paraguay,Argentina,3.0,1.0,Friendly,Asunción,Paraguay,False,Home,1921,America,4.0
378,1921-04-09,Scotland,England,3.0,0.0,British Championship,Glasgow,Scotland,False,Home,1921,Europe,3.0
379,1921-04-09,Wales,Northern Ireland,2.0,1.0,British Championship,Swansea,Wales,False,Home,1921,Europe,3.0
380,1921-04-14,Paraguay,Argentina,2.0,2.0,Friendly,Asunción,Paraguay,False,Draw,1921,America,4.0
381,1921-05-01,Switzerland,Austria,2.0,2.0,Friendly,St. Gallen,Switzerland,False,Draw,1921,Europe,4.0
382,1921-05-05,Belgium,Italy,2.0,3.0,Friendly,Antwerp,Belgium,False,Away,1921,Europe,5.0
383,1921-05-05,Germany,Austria,3.0,3.0,Friendly,Dresden,Germany,False,Draw,1921,Europe,6.0
384,1921-05-08,Netherlands,Italy,2.0,2.0,Friendly,Amsterdam,Netherlands,False,Draw,1921,Europe,4.0
385,1921-05-15,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,False,Draw,1921,Europe,2.0
386,1921-05-21,Belgium,England,0.0,2.0,Friendly,Brussels,Belgium,False,Away,1921,Europe,2.0
387,1921-05-25,Norway,Finland,3.0,2.0,Friendly,Kristiania,Norway,False,Home,1921,Europe,5.0
388,1921-05-29,Sweden,Finland,0.0,3.0,Friendly,Stockholm,Sweden,False,Away,1921,Europe,3.0
389,1921-05-30,Japan,Philippines,0.0,3.0,Friendly,Shanghai,China PR,True,Away,1921,Asia,3.0
390,1921-06-05,Hungary,Germany,3.0,0.0,Friendly,Budapest,Hungary,False,Home,1921,Europe,3.0
391,1921-06-12,Denmark,Netherlands,1.0,1.0,Friendly,Copenhagen,Denmark,False,Draw,1921,Europe,2.0
392,1921-06-19,Norway,Sweden,3.0,1.0,Friendly,Kristiania,Norway,False,Home,1921,Europe,4.0
393,1921-07-09,Canada,Scotland,0.0,1.0,Friendly,Montréal,Canada,False,Away,1921,America,1.0
394,1921-07-22,Estonia,Sweden,0.0,0.0,Friendly,Tallinn,Estonia,False,Draw,1921,Europe,0.0
395,1921-07-24,Sweden,Austria,1.0,3.0,Friendly,Stockholm,Sweden,False,Away,1921,Europe,4.0
396,1921-07-31,Finland,Austria,2.0,3.0,Friendly,Helsinki,Finland,False,Away,1921,Europe,5.0
397,1921-08-28,Estonia,Finland,0.0,3.0,Friendly,Tallinn,Estonia,False,Away,1921,Europe,3.0
398,1921-09-18,Finland,Germany,3.0,3.0,Friendly,Helsinki,Finland,False,Draw,1921,Europe,6.0
399,1921-09-18,Sweden,Norway,0.0,3.0,Friendly,Stockholm,Sweden,False,Away,1921,Europe,3.0
400,1921-09-25,Chile,Argentina,1.0,4.0,Friendly,Viña del Mar,Chile,False,Away,1921,America,5.0
401,1921-10-02,Argentina,Brazil,1.0,0.0,Copa América,Buenos Aires,Argentina,False,Home,1921,America,1.0
402,1921-10-02,Chile,Argentina,1.0,1.0,Friendly,Santiago,Chile,False,Draw,1921,America,2.0
403,1921-10-02,Denmark,Norway,3.0,1.0,Friendly,Copenhagen,Denmark,False,Home,1921,Europe,4.0
404,1921-10-09,Paraguay,Uruguay,2.0,1.0,Copa América,Buenos Aires,Argentina,True,Home,1921,America,3.0
405,1921-10-09,Sweden,Denmark,0.0,0.0,Friendly,Stockholm,Sweden,False,Draw,1921,Europe,0.0
406,1921-10-12,Brazil,Paraguay,3.0,0.0,Copa América,Buenos Aires,Argentina,True,Home,1921,America,3.0
407,1921-10-16,Argentina,Paraguay,3.0,0.0,Copa América,Buenos Aires,Argentina,False,Home,1921,America,3.0
408,1921-10-22,Northern Ireland,England,1.0,1.0,British Championship,Belfast,Republic of Ireland,False,Draw,1921,Europe,2.0
409,1921-10-23,Brazil,Uruguay,1.0,2.0,Copa América,Buenos Aires,Argentina,True,Away,1921,America,3.0
410,1921-10-30,Argentina,Uruguay,1.0,0.0,Copa América,Buenos Aires,Argentina,False,Home,1921,America,1.0
411,1921-11-06,Switzerland,Italy,1.0,1.0,Friendly,Geneva,Switzerland,False,Draw,1921,Europe,2.0
412,1921-11-13,Czechoslovakia,Sweden,2.0,2.0,Friendly,Prague,Czechoslovakia,False,Draw,1921,Europe,4.0
413,1921-12-18,Hungary,Poland,1.0,0.0,Friendly,Budapest,Hungary,False,Home,1921,Europe,1.0
414,1921-12-18,Spain,Portugal,3.0,1.0,Friendly,Madrid,Spain,False,Home,1921,Europe,4.0
415,1922-01-15,France,Belgium,2.0,1.0,Friendly,Colombes,France,False,Home,1922,Europe,3.0
416,1922-01-15,Italy,Austria,3.0,3.0,Friendly,Milan,Italy,False,Draw,1922,Europe,6.0
417,1922-02-04,Wales,Scotland,2.0,1.0,British Championship,Wrexham,Wales,False,Home,1922,Europe,3.0
418,1922-02-26,Italy,Czechoslovakia,1.0,1.0,Friendly,Turin,Italy,False,Draw,1922,Europe,2.0
419,1922-03-04,Scotland,Northern Ireland,2.0,1.0,British Championship,Glasgow,Scotland,False,Home,1922,Europe,3.0
420,1922-03-13,England,Wales,1.0,0.0,British Championship,Liverpool,England,False,Home,1922,Europe,1.0
421,1922-03-26,Germany,Switzerland,2.0,2.0,Friendly,Frankfurt am Main,Germany,False,Draw,1922,Europe,4.0
422,1922-04-08,England,Scotland,0.0,1.0,British Championship,Birmingham,England,False,Away,1922,Europe,1.0
423,1922-04-15,Belgium,Denmark,0.0,0.0,Friendly,Liège,Belgium,False,Draw,1922,Europe,0.0
424,1922-04-17,Netherlands,Denmark,2.0,0.0,Friendly,Amsterdam,Netherlands,False,Home,1922,Europe,2.0
425,1922-04-23,Austria,Germany,0.0,2.0,Friendly,Vienna,Austria,False,Away,1922,Europe,2.0
426,1922-04-30,France,Spain,0.0,4.0,Friendly,Le Bouscat,France,False,Away,1922,Europe,4.0
427,1922-04-30,Hungary,Austria,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1922,Europe,2.0
428,1922-05-07,Netherlands,Belgium,1.0,2.0,Friendly,Amsterdam,Netherlands,False,Away,1922,Europe,3.0
429,1922-05-14,Poland,Hungary,0.0,3.0,Friendly,Cracow,Poland,False,Away,1922,Europe,3.0
430,1922-05-25,Norway,Northern Ireland,2.0,1.0,Friendly,Bergen,Norway,False,Home,1922,Europe,3.0
431,1922-05-28,Sweden,Poland,1.0,2.0,Friendly,Stockholm,Sweden,False,Away,1922,Europe,3.0
432,1922-06-05,Finland,Sweden,1.0,4.0,Friendly,Helsinki,Finland,False,Away,1922,Europe,5.0
433,1922-06-08,Yugoslavia,Romania,1.0,2.0,Friendly,Belgrade,Yugoslavia,False,Away,1922,Europe,3.0
434,1922-06-11,Denmark,Czechoslovakia,0.0,3.0,Friendly,Copenhagen,Denmark,False,Away,1922,Europe,3.0
435,1922-06-15,Hungary,Switzerland,1.0,1.0,Friendly,Budapest,Hungary,False,Draw,1922,Europe,2.0
436,1922-06-17,New Zealand,Australia,3.0,1.0,Friendly,Dunedin,New Zealand,False,Home,1922,Oceania,4.0
437,1922-06-24,New Zealand,Australia,1.0,1.0,Friendly,Wellington,New Zealand,False,Draw,1922,Oceania,2.0
438,1922-07-02,Germany,Hungary,0.0,0.0,Friendly,Bochum,Germany,False,Draw,1922,Europe,0.0
439,1922-07-08,New Zealand,Australia,3.0,1.0,Friendly,Auckland,New Zealand,False,Home,1922,Oceania,4.0
440,1922-07-09,Sweden,Hungary,1.0,1.0,Friendly,Stockholm,Sweden,False,Draw,1922,Europe,2.0
441,1922-08-13,Sweden,Czechoslovakia,0.0,2.0,Friendly,Stockholm,Sweden,False,Away,1922,Europe,2.0
442,1922-08-23,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,False,Draw,1922,Europe,0.0
443,1922-08-26,Finland,Norway,1.0,3.0,Friendly,Helsinki,Finland,False,Away,1922,Europe,4.0
444,1922-09-03,Romania,Poland,1.0,1.0,Friendly,Cernăuţi,Romania,False,Draw,1922,Europe,2.0
445,1922-09-10,Norway,Denmark,3.0,3.0,Friendly,Fredrikstad,Norway,False,Draw,1922,Europe,6.0
446,1922-09-17,Brazil,Chile,1.0,1.0,Copa América,Rio de Janeiro,Brazil,False,Draw,1922,America,2.0
447,1922-09-23,Chile,Uruguay,0.0,2.0,Copa América,Rio de Janeiro,Brazil,True,Away,1922,America,2.0
448,1922-09-24,Austria,Hungary,2.0,2.0,Friendly,Vienna,Austria,False,Draw,1922,Europe,4.0
449,1922-09-24,Brazil,Paraguay,1.0,1.0,Copa América,Rio de Janeiro,Brazil,False,Draw,1922,America,2.0
450,1922-09-24,Latvia,Estonia,1.0,1.0,Friendly,Riga,Latvia,False,Draw,1922,Europe,2.0
