,team,confederation,games,home_games,away_games,neutral_games,wins,home_wins,away_wins,neutral_wins,defeats,home_defeats,away_defeats,neutral_defeats,draws,home_draws,away_draws,neutral_draws,goals_scored,home_goals_scored,away_goals_scored,neutral_goals_scored,goals_conceded,home_goals_conceded,away_goals_conceded,neutral_goals_conceded
16,Bangladesh,AFC,194,27.835051546391753,29.896907216494846,42.2680412371134,23.711340206185564,13.402061855670103,3.608247422680412,6.701030927835052,53.608247422680414,8.24742268041237,20.618556701030926,24.742268041237114,22.68041237113402,6.185567010309279,5.670103092783505,10.824742268041238,86.08247422680412,35.56701030927835,13.402061855670103,37.11340206185567,199.48453608247422,30.927835051546392,79.38144329896907,89.17525773195877
17,Barbados,CONCACAF,233,48.927038626609445,35.1931330472103,15.879828326180256,34.33476394849785,20.171673819742487,8.583690987124463,5.579399141630901,42.91845493562232,14.163090128755366,20.600858369098713,8.15450643776824,22.746781115879827,14.592274678111588,6.008583690987124,2.1459227467811157,130.04291845493563,66.95278969957081,37.33905579399141,25.75107296137339,156.22317596566523,56.65236051502146,69.95708154506438,29.613733905579398
18,Belarus,UEFA,247,38.46153846153847,52.63157894736842,8.906882591093117,29.959514170040485,13.765182186234817,13.765182186234817,2.42914979757085,44.534412955465584,13.765182186234817,28.34008097165992,2.42914979757085,25.506072874493928,10.931174089068826,10.526315789473683,4.048582995951417,117.00404858299595,50.607287449392715,56.68016194331984,9.7165991902834,144.5344129554656,47.77327935222672,89.06882591093117,7.6923076923076925
19,Belgium,UEFA,774,48.44961240310077,42.63565891472868,8.914728682170542,44.315245478036175,25.968992248062015,14.21188630490956,4.1343669250646,34.62532299741602,13.049095607235142,18.47545219638243,3.10077519379845,21.059431524547804,9.431524547803617,9.948320413436692,1.6795865633074936,179.06976744186048,101.80878552971578,63.695090439276484,13.565891472868216,154.00516795865633,64.98708010335918,77.90697674418605,11.11111111111111
20,Belize,CONCACAF,78,28.205128205128204,35.8974358974359,35.8974358974359,21.794871794871796,12.82051282051282,3.8461538461538463,5.128205128205128,62.82051282051282,11.538461538461538,26.923076923076923,24.358974358974358,15.384615384615385,3.8461538461538463,5.128205128205128,6.41025641025641,106.41025641025641,44.871794871794876,23.076923076923077,38.46153846153847,203.84615384615384,34.61538461538461,92.3076923076923,76.92307692307693
21,Benin,CAF,244,38.52459016393443,45.08196721311475,16.39344262295082,22.131147540983605,13.114754098360656,5.737704918032787,3.278688524590164,52.459016393442624,13.114754098360656,29.918032786885245,9.426229508196721,25.40983606557377,12.295081967213115,9.426229508196721,3.6885245901639343,99.59016393442623,46.72131147540984,37.295081967213115,15.573770491803279,179.5081967213115,47.950819672131146,102.45901639344261,29.098360655737704
22,Bermuda,CONCACAF,142,50.0,37.32394366197183,12.676056338028168,31.690140845070424,19.014084507042252,8.450704225352112,4.225352112676056,49.29577464788733,19.014084507042252,22.535211267605636,7.746478873239436,19.014084507042252,11.971830985915492,6.338028169014084,0.7042253521126761,149.29577464788733,78.16901408450704,49.29577464788733,21.830985915492956,173.2394366197183,75.35211267605634,73.94366197183099,23.943661971830984
23,Bhutan,AFC,78,17.94871794871795,38.46153846153847,43.58974358974359,8.974358974358974,6.41025641025641,1.282051282051282,1.282051282051282,87.17948717948718,10.256410256410255,35.8974358974359,41.02564102564102,3.8461538461538463,1.282051282051282,1.282051282051282,1.282051282051282,56.41025641025641,26.923076923076923,10.256410256410255,19.230769230769234,412.8205128205129,34.61538461538461,206.41025641025644,171.7948717948718
24,Bolivia,CONMEBOL,469,34.7547974413646,38.16631130063966,27.078891257995735,21.961620469083158,16.204690831556505,3.624733475479744,2.1321961620469083,53.73134328358209,8.955223880597014,26.652452025586353,18.123667377398718,24.307036247334754,9.594882729211088,7.889125799573561,6.823027718550106,103.62473347547973,59.488272921108745,27.078891257995735,17.057569296375267,193.81663113006397,40.93816631130064,87.63326226012794,65.2452025586354
25,Bosnia and Herzegovina,UEFA,231,39.82683982683983,47.61904761904761,12.554112554112553,38.095238095238095,17.74891774891775,16.017316017316016,4.329004329004329,38.961038961038966,11.255411255411255,22.07792207792208,5.627705627705628,22.943722943722943,10.822510822510822,9.523809523809524,2.5974025974025974,142.85714285714286,64.93506493506493,61.904761904761905,16.017316017316016,134.63203463203465,42.42424242424242,74.89177489177489,17.316017316017316
26,Botswana,CAF,259,48.26254826254826,39.38223938223938,12.355212355212355,23.93822393822394,17.374517374517374,4.247104247104247,2.3166023166023164,47.10424710424711,17.374517374517374,22.779922779922778,6.94980694980695,28.957528957528954,13.513513513513514,12.355212355212355,3.088803088803089,74.13127413127413,40.92664092664093,19.305019305019304,13.8996138996139,132.81853281853282,46.71814671814672,66.40926640926641,19.69111969111969
