home_team,away_team,home_score,away_score,tournament,city,country,neutral,outcome,day_of_week,month,year,date,match_id
France,Algeria,4,1,Friendly,Saint-Denis,France,False,H,Saturday,October,2001,2001-10-06,24369.0
Germany,Finland,0,0,FIFA World Cup qualification,Gelsenkirchen,Germany,False,D,Saturday,October,2001,2001-10-06,24370.0
Republic of Ireland,Cyprus,4,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,H,Saturday,October,2001,2001-10-06,24371.0
Italy,Hungary,1,0,FIFA World Cup qualification,Parma,Italy,False,H,Saturday,October,2001,2001-10-06,24372.0
Malta,Northern Ireland,0,1,FIFA World Cup qualification,Attard,Malta,False,A,Saturday,October,2001,2001-10-06,24373.0
Moldova,Turkey,0,3,FIFA World Cup qualification,Chişinău,Moldova,False,A,Saturday,October,2001,2001-10-06,24374.0
Netherlands,Andorra,4,0,FIFA World Cup qualification,Arnhem,Netherlands,False,H,Saturday,October,2001,2001-10-06,24375.0
Poland,Ukraine,1,1,FIFA World Cup qualification,Chorzów,Poland,False,D,Saturday,October,2001,2001-10-06,24376.0
Portugal,Estonia,5,0,FIFA World Cup qualification,Lisbon,Portugal,False,H,Saturday,October,2001,2001-10-06,24377.0
Romania,Georgia,1,1,FIFA World Cup qualification,Bucharest,Romania,False,D,Saturday,October,2001,2001-10-06,24378.0
Russia,Switzerland,4,0,FIFA World Cup qualification,Moscow,Russia,False,H,Saturday,October,2001,2001-10-06,24379.0
Scotland,Latvia,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,H,Saturday,October,2001,2001-10-06,24380.0
Serbia,Luxembourg,6,2,FIFA World Cup qualification,Belgrade,Yugoslavia,True,H,Saturday,October,2001,2001-10-06,24381.0
Slovenia,Faroe Islands,3,0,FIFA World Cup qualification,Ljubljana,Slovenia,False,H,Saturday,October,2001,2001-10-06,24382.0
Venezuela,Peru,3,0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,H,Saturday,October,2001,2001-10-06,24383.0
Wales,Belarus,1,0,FIFA World Cup qualification,Cardiff,Wales,False,H,Saturday,October,2001,2001-10-06,24384.0
Bosnia and Herzegovina,Liechtenstein,5,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,H,Sunday,October,2001,2001-10-07,24385.0
Brazil,Chile,2,0,FIFA World Cup qualification,Curitiba,Brazil,False,H,Sunday,October,2001,2001-10-07,24386.0
China PR,Oman,1,0,FIFA World Cup qualification,Shenyang,China PR,False,H,Sunday,October,2001,2001-10-07,24387.0
Costa Rica,Mexico,0,0,FIFA World Cup qualification,San José,Costa Rica,False,D,Sunday,October,2001,2001-10-07,24388.0
Honduras,Trinidad and Tobago,0,1,FIFA World Cup qualification,San Pedro Sula,Honduras,False,A,Sunday,October,2001,2001-10-07,24389.0
Japan,Nigeria,2,2,Friendly,Southampton,England,True,D,Sunday,October,2001,2001-10-07,24390.0
North Macedonia,Slovakia,0,5,FIFA World Cup qualification,Skopje,North Macedonia,False,A,Sunday,October,2001,2001-10-07,24391.0
Paraguay,Argentina,2,2,FIFA World Cup qualification,Asunción,Paraguay,False,D,Sunday,October,2001,2001-10-07,24392.0
Sweden,Azerbaijan,3,0,FIFA World Cup qualification,Solna,Sweden,False,H,Sunday,October,2001,2001-10-07,24393.0
Uruguay,Colombia,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,D,Sunday,October,2001,2001-10-07,24394.0
United States,Jamaica,2,1,FIFA World Cup qualification,Foxborough,United States,False,H,Sunday,October,2001,2001-10-07,24395.0
Gambia,Morocco,0,2,Friendly,Bamako,Mali,True,A,Friday,October,2001,2001-10-12,24396.0
Iran,Iraq,2,1,FIFA World Cup qualification,Teheran,Iran,False,H,Friday,October,2001,2001-10-12,24397.0
China PR,Qatar,3,0,FIFA World Cup qualification,Shenyang,China PR,False,H,Saturday,October,2001,2001-10-13,24398.0
Oman,Uzbekistan,4,2,FIFA World Cup qualification,Muscat,Oman,False,H,Saturday,October,2001,2001-10-13,24399.0
Mali,Morocco,2,1,Friendly,Bamako,Mali,False,H,Sunday,October,2001,2001-10-14,24400.0
Algeria,Burkina Faso,2,0,Friendly,Annaba,Algeria,False,H,Monday,October,2001,2001-10-15,24401.0
Thailand,Bahrain,1,1,FIFA World Cup qualification,Bangkok,Thailand,False,D,Tuesday,October,2001,2001-10-16,24402.0
Kuwait,Qatar,0,1,Friendly,Kuwait City,Kuwait,False,A,Thursday,October,2001,2001-10-18,24403.0
United Arab Emirates,Oman,2,2,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,D,Friday,October,2001,2001-10-19,24404.0
Uzbekistan,China PR,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,H,Friday,October,2001,2001-10-19,24405.0
Bahamas,Haiti,0,2,Friendly,Nassau,Bahamas,False,A,Sunday,October,2001,2001-10-21,24406.0
Bahrain,Iran,3,1,FIFA World Cup qualification,Riffa,Bahrain,False,H,Sunday,October,2001,2001-10-21,24407.0
Saudi Arabia,Thailand,4,1,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,H,Sunday,October,2001,2001-10-21,24408.0
Kenya,Uganda,0,0,Friendly,Arusha,Tanzania,True,HP,Wednesday,October,2001,2001-10-24,24409.0
Tanzania,DR Congo,2,2,Friendly,Arusha,Tanzania,False,HP,Wednesday,October,2001,2001-10-24,24410.0
Iran,United Arab Emirates,1,0,FIFA World Cup qualification,Teheran,Iran,False,H,Thursday,October,2001,2001-10-25,24411.0
DR Congo,Uganda,0,1,Friendly,Mwanza,Tanzania,True,A,Saturday,October,2001,2001-10-27,24412.0
Israel,Austria,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,D,Saturday,October,2001,2001-10-27,24413.0
Tanzania,Kenya,3,1,Friendly,Mwanza,Tanzania,False,H,Saturday,October,2001,2001-10-27,24414.0
Mexico,El Salvador,4,1,Friendly,Puebla,Mexico,False,H,Wednesday,October,2001,2001-10-31,24415.0
United Arab Emirates,Iran,0,3,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,A,Wednesday,October,2001,2001-10-31,24416.0
Benin,Guinea-Bissau,2,7,Amílcar Cabral Cup,Bamako,Mali,True,A,Saturday,November,2001,2001-11-03,24417.0
Mali,Mauritania,3,2,Amílcar Cabral Cup,Bamako,Mali,False,H,Saturday,November,2001,2001-11-03,24418.0
Benin,Mauritania,2,0,Amílcar Cabral Cup,Ségou,Mali,True,H,Monday,November,2001,2001-11-05,24419.0
Mali,Guinea-Bissau,2,0,Amílcar Cabral Cup,Ségou,Mali,False,H,Monday,November,2001,2001-11-05,24420.0
Bolivia,Brazil,3,1,FIFA World Cup qualification,La Paz,Bolivia,False,H,Wednesday,November,2001,2001-11-07,24421.0
Cape Verde,Gambia,1,1,Amílcar Cabral Cup,Sikasso,Mali,True,D,Wednesday,November,2001,2001-11-07,24422.0
Colombia,Chile,3,1,FIFA World Cup qualification,Bogotá,Colombia,False,H,Wednesday,November,2001,2001-11-07,24423.0
Ecuador,Uruguay,1,1,FIFA World Cup qualification,Quito,Ecuador,False,D,Wednesday,November,2001,2001-11-07,24424.0
Guinea-Bissau,Mauritania,1,0,Amílcar Cabral Cup,Ségou,Mali,True,H,Wednesday,November,2001,2001-11-07,24425.0
Japan,Italy,1,1,Friendly,Saitama,Japan,False,D,Wednesday,November,2001,2001-11-07,24426.0
Mali,Benin,0,0,Amílcar Cabral Cup,Ségou,Mali,False,D,Wednesday,November,2001,2001-11-07,24427.0
Argentina,Peru,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,H,Thursday,November,2001,2001-11-08,24428.0
South Korea,Senegal,0,1,Friendly,Jeonju,South Korea,False,A,Thursday,November,2001,2001-11-08,24429.0
Venezuela,Paraguay,3,1,FIFA World Cup qualification,San Cristóbal,Venezuela,False,H,Thursday,November,2001,2001-11-08,24430.0
Mali,Gambia,0,1,Amílcar Cabral Cup,Ségou,Mali,False,A,Friday,November,2001,2001-11-09,24431.0
Austria,Turkey,0,1,FIFA World Cup qualification,Vienna,Austria,False,A,Saturday,November,2001,2001-11-10,24432.0
Belgium,Czech Republic,1,0,FIFA World Cup qualification,Brussels,Belgium,False,H,Saturday,November,2001,2001-11-10,24433.0
Denmark,Netherlands,1,1,Friendly,Copenhagen,Denmark,False,D,Saturday,November,2001,2001-11-10,24434.0
England,Sweden,1,1,Friendly,Manchester,England,False,D,Saturday,November,2001,2001-11-10,24435.0
Greece,Estonia,4,2,Friendly,Athens,Greece,False,H,Saturday,November,2001,2001-11-10,24436.0
Republic of Ireland,Iran,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,H,Saturday,November,2001,2001-11-10,24437.0
South Korea,Croatia,2,0,Friendly,Seoul,South Korea,False,H,Saturday,November,2001,2001-11-10,24438.0
Slovenia,Romania,2,1,FIFA World Cup qualification,Ljubljana,Slovenia,False,H,Saturday,November,2001,2001-11-10,24439.0
South Africa,Egypt,1,0,Friendly,Johannesburg,South Africa,False,H,Saturday,November,2001,2001-11-10,24440.0
Ukraine,Germany,1,1,FIFA World Cup qualification,Kyïv,Ukraine,False,D,Saturday,November,2001,2001-11-10,24441.0
Australia,France,1,1,Friendly,Melbourne,Australia,False,D,Sunday,November,2001,2001-11-11,24442.0
Jamaica,Costa Rica,0,1,FIFA World Cup qualification,Kingston,Jamaica,False,A,Sunday,November,2001,2001-11-11,24443.0
Mali,Guinea-Bissau,2,1,Amílcar Cabral Cup,Bamako,Mali,False,H,Sunday,November,2001,2001-11-11,24444.0
Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,H,Sunday,November,2001,2001-11-11,24445.0
Trinidad and Tobago,United States,0,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,D,Sunday,November,2001,2001-11-11,24446.0
South Korea,Croatia,1,1,Friendly,Gwangju,South Korea,False,D,Tuesday,November,2001,2001-11-13,24447.0
Brazil,Venezuela,3,0,FIFA World Cup qualification,São Luís,Brazil,False,H,Wednesday,November,2001,2001-11-14,24448.0
Chile,Ecuador,0,0,FIFA World Cup qualification,Santiago,Chile,False,D,Wednesday,November,2001,2001-11-14,24449.0
Czech Republic,Belgium,0,1,FIFA World Cup qualification,Prague,Czech Republic,False,A,Wednesday,November,2001,2001-11-14,24450.0
Estonia,Kazakhstan,0,0,Friendly,Tallinn,Estonia,False,D,Wednesday,November,2001,2001-11-14,24451.0
Germany,Ukraine,4,1,FIFA World Cup qualification,Dortmund,Germany,False,H,Wednesday,November,2001,2001-11-14,24452.0
Greece,Cyprus,1,2,Friendly,Athens,Greece,False,A,Wednesday,November,2001,2001-11-14,24453.0
Hungary,North Macedonia,5,0,Friendly,Budapest,Hungary,False,H,Wednesday,November,2001,2001-11-14,24454.0
Latvia,Russia,1,3,Friendly,Riga,Latvia,False,A,Wednesday,November,2001,2001-11-14,24455.0
Malta,Canada,2,1,Friendly,Paola,Malta,False,H,Wednesday,November,2001,2001-11-14,24456.0
Morocco,Zambia,1,0,Friendly,Rabat,Morocco,False,H,Wednesday,November,2001,2001-11-14,24457.0
Paraguay,Colombia,0,4,FIFA World Cup qualification,Asunción,Paraguay,False,A,Wednesday,November,2001,2001-11-14,24458.0
Peru,Bolivia,1,1,FIFA World Cup qualification,Lima,Peru,False,D,Wednesday,November,2001,2001-11-14,24459.0
Poland,Cameroon,0,0,Friendly,Poznań,Poland,False,D,Wednesday,November,2001,2001-11-14,24460.0
Portugal,Angola,5,1,Friendly,Lisbon,Portugal,False,H,Wednesday,November,2001,2001-11-14,24461.0
Romania,Slovenia,1,1,FIFA World Cup qualification,Bucharest,Romania,False,D,Wednesday,November,2001,2001-11-14,24462.0
Spain,Mexico,1,0,Friendly,Huelva,Spain,False,H,Wednesday,November,2001,2001-11-14,24463.0
Turkey,Austria,5,0,FIFA World Cup qualification,Istanbul,Turkey,False,H,Wednesday,November,2001,2001-11-14,24464.0
Uruguay,Argentina,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,D,Wednesday,November,2001,2001-11-14,24465.0
Iran,Republic of Ireland,1,0,FIFA World Cup qualification,Teheran,Iran,False,H,Thursday,November,2001,2001-11-15,24466.0
Australia,Uruguay,1,0,FIFA World Cup qualification,Melbourne,Australia,False,H,Tuesday,November,2001,2001-11-20,24467.0
Madagascar,Mayotte,1,0,Friendly,Antananarivo,Madagascar,False,H,Tuesday,November,2001,2001-11-20,24468.0
Ethiopia,Zambia,1,2,Friendly,Addis Abeba,Ethiopia,False,A,Wednesday,November,2001,2001-11-21,24469.0
Uruguay,Australia,3,0,FIFA World Cup qualification,Montevideo,Uruguay,False,H,Sunday,November,2001,2001-11-25,24470.0
Tunisia,Togo,1,0,Friendly,Tunis,Tunisia,False,H,Wednesday,November,2001,2001-11-28,24471.0
Oman,Kuwait,1,1,Friendly,Muscat,Oman,False,D,Thursday,November,2001,2001-11-29,24472.0
Algeria,Ghana,1,1,Friendly,Algiers,Algeria,False,D,Wednesday,December,2001,2001-12-05,24473.0
Mali,Ivory Coast,0,3,Friendly,Sikasso,Mali,False,A,Wednesday,December,2001,2001-12-05,24474.0
Rwanda,Somalia,3,0,CECAFA Cup,Kigali,Rwanda,False,H,Saturday,December,2001,2001-12-08,24475.0
Burundi,Tanzania,1,2,CECAFA Cup,Kigali,Rwanda,True,A,Sunday,December,2001,2001-12-09,24476.0
South Korea,United States,1,0,Friendly,Seogwipo,South Korea,False,H,Sunday,December,2001,2001-12-09,24477.0
Uganda,Djibouti,10,1,CECAFA Cup,Kigali,Rwanda,True,H,Sunday,December,2001,2001-12-09,24478.0
Kenya,Eritrea,2,1,CECAFA Cup,Kigali,Rwanda,True,H,Monday,December,2001,2001-12-10,24479.0
Burundi,Djibouti,3,1,CECAFA Cup,Kigali,Rwanda,True,H,Tuesday,December,2001,2001-12-11,24480.0
Uganda,Tanzania,0,1,CECAFA Cup,Kigali,Rwanda,True,A,Tuesday,December,2001,2001-12-11,24481.0
Kenya,Somalia,3,0,CECAFA Cup,Kigali,Rwanda,True,H,Wednesday,December,2001,2001-12-12,24482.0
Rwanda,Eritrea,1,0,CECAFA Cup,Kigali,Rwanda,False,H,Wednesday,December,2001,2001-12-12,24483.0
Bahrain,Oman,2,2,Friendly,Manama,Bahrain,False,D,Thursday,December,2001,2001-12-13,24484.0
Ethiopia,Zanzibar,5,0,CECAFA Cup,Kigali,Rwanda,True,H,Thursday,December,2001,2001-12-13,24485.0
Tanzania,Djibouti,4,1,CECAFA Cup,Kigali,Rwanda,True,H,Thursday,December,2001,2001-12-13,24486.0
Eritrea,Somalia,0,0,CECAFA Cup,Kigali,Rwanda,True,D,Friday,December,2001,2001-12-14,24487.0
Uganda,Burundi,0,2,CECAFA Cup,Kigali,Rwanda,True,A,Friday,December,2001,2001-12-14,24488.0
Botswana,Namibia,3,2,Friendly,Gaborone,Botswana,False,H,Saturday,December,2001,2001-12-15,24489.0
El Salvador,Haiti,0,0,Friendly,Miami,United States,True,D,Saturday,December,2001,2001-12-15,24490.0
Rwanda,Kenya,0,0,CECAFA Cup,Kigali,Rwanda,False,D,Saturday,December,2001,2001-12-15,24491.0
Botswana,Lesotho,1,0,Friendly,Gaborone,Botswana,False,H,Sunday,December,2001,2001-12-16,24492.0
Burkina Faso,Togo,1,2,Friendly,Ouagadougou,Burkina Faso,False,A,Sunday,December,2001,2001-12-16,24493.0
Kenya,Eritrea,1,0,CECAFA Cup,Kigali,Rwanda,True,H,Monday,December,2001,2001-12-17,24494.0
Ethiopia,Burundi,2,2,Friendly,Kigali,Rwanda,True,HP,Tuesday,December,2001,2001-12-18,24495.0
Rwanda,Uganda,3,2,CECAFA Cup,Kigali,Rwanda,False,H,Tuesday,December,2001,2001-12-18,24496.0
Rwanda,Ethiopia,0,1,CECAFA Cup,Kigali,Rwanda,False,A,Thursday,December,2001,2001-12-20,24497.0
Kenya,Ethiopia,1,2,CECAFA Cup,Kigali,Rwanda,True,A,Saturday,December,2001,2001-12-22,24498.0
Togo,Burkina Faso,1,0,Friendly,Lomé,Togo,False,H,Saturday,December,2001,2001-12-22,24499.0
Oman,Syria,2,0,Friendly,Muscat,Oman,False,H,Sunday,December,2001,2001-12-23,24500.0
Mali,Ghana,1,1,Friendly,Mopti,Mali,False,D,Tuesday,December,2001,2001-12-25,24501.0
Oman,Syria,1,0,Friendly,Muscat,Oman,False,H,Tuesday,December,2001,2001-12-25,24502.0
Senegal,Burkina Faso,2,4,Friendly,Dakar,Senegal,False,A,Wednesday,December,2001,2001-12-26,24503.0
Andalusia,Tunisia,3,3,Friendly,Seville,Spain,False,D,Thursday,December,2001,2001-12-27,24504.0
Mali,Burkina Faso,2,1,Friendly,Ségou,Mali,False,H,Friday,December,2001,2001-12-28,24505.0
Catalonia,Chile,1,0,Friendly,Barcelona,Spain,False,H,Friday,December,2001,2001-12-28,24506.0
Kuwait,Syria,0,0,Friendly,Kuwait City,Kuwait,False,D,Saturday,December,2001,2001-12-29,24507.0
Basque Country,Ghana,3,2,Friendly,Bilbao,Spain,False,H,Saturday,December,2001,2001-12-29,24508.0
Benin,Togo,1,1,Friendly,Cotonou,Benin,False,D,Sunday,December,2001,2001-12-30,24509.0
Oman,North Macedonia,2,0,Friendly,Muscat,Oman,False,H,Sunday,December,2001,2001-12-30,24510.0
Qatar,Egypt,2,2,Friendly,Doha,Qatar,False,D,Sunday,December,2001,2001-12-30,24511.0
Saudi Arabia,Zimbabwe,0,2,Friendly,Riyadh,Saudi Arabia,False,A,Sunday,December,2001,2001-12-30,24512.0
Senegal,Algeria,1,0,Friendly,Dakar,Senegal,False,H,Sunday,December,2001,2001-12-30,24513.0
Tunisia,Liberia,7,2,Friendly,Tunis,Tunisia,False,H,Sunday,December,2001,2001-12-30,24514.0
Kuwait,Syria,2,2,Friendly,Kuwait City,Kuwait,False,D,Monday,December,2001,2001-12-31,24515.0
Bahrain,Finland,0,2,Prime Minister's Cup,Riffa,Bahrain,False,A,Friday,January,2002,2002-01-04,24516.0
Egypt,Ghana,2,0,Friendly,Cairo,Egypt,False,H,Friday,January,2002,2002-01-04,24517.0
Martinique,Guadeloupe,1,3,Friendly,Fort-de-France,Martinique,False,A,Friday,January,2002,2002-01-04,24518.0
Albania,North Macedonia,0,0,Prime Minister's Cup,Riffa,Bahrain,True,D,Saturday,January,2002,2002-01-05,24519.0
Kuwait,Zimbabwe,3,0,Friendly,Kuwait City,Kuwait,False,H,Saturday,January,2002,2002-01-05,24520.0
Cuba,Guatemala,0,1,Friendly,Havana,Cuba,False,A,Sunday,January,2002,2002-01-06,24521.0
Egypt,Mali,1,2,Friendly,Ismailia,Egypt,False,A,Sunday,January,2002,2002-01-06,24522.0
Martinique,Haiti,3,3,Friendly,Fort-de-France,Martinique,False,HP,Sunday,January,2002,2002-01-06,24523.0
Albania,Finland,1,1,Prime Minister's Cup,Riffa,Bahrain,True,D,Monday,January,2002,2002-01-07,24524.0
Bahrain,North Macedonia,1,1,Prime Minister's Cup,Riffa,Bahrain,False,D,Monday,January,2002,2002-01-07,24525.0
Burkina Faso,Cameroon,1,3,Friendly,Ouagadougou,Burkina Faso,False,A,Monday,January,2002,2002-01-07,24526.0
Kuwait,Iceland,0,0,Friendly,Muscat,Oman,True,D,Tuesday,January,2002,2002-01-08,24527.0
Qatar,Zimbabwe,0,2,Friendly,Doha,Qatar,False,A,Tuesday,January,2002,2002-01-08,24528.0
Cuba,Guatemala,0,0,Friendly,Havana,Cuba,False,D,Wednesday,January,2002,2002-01-09,24529.0
Bahrain,Albania,3,0,Prime Minister's Cup,Riffa,Bahrain,False,H,Thursday,January,2002,2002-01-10,24530.0
Finland,North Macedonia,3,0,Prime Minister's Cup,Riffa,Bahrain,True,H,Thursday,January,2002,2002-01-10,24531.0
Mali,Zambia,1,1,Friendly,Kayès,Mali,False,D,Thursday,January,2002,2002-01-10,24532.0
Saudi Arabia,Iceland,1,0,Friendly,Riyadh,Saudi Arabia,False,H,Thursday,January,2002,2002-01-10,24533.0
Egypt,Burkina Faso,2,2,Friendly,Cairo,Egypt,False,D,Friday,January,2002,2002-01-11,24534.0
Grenada,Trinidad and Tobago,2,3,Friendly,St. George's,Grenada,False,A,Friday,January,2002,2002-01-11,24535.0
Iraq,Oman,2,0,Friendly,Doha,Qatar,True,H,Friday,January,2002,2002-01-11,24536.0
Tunisia,Cameroon,0,1,Friendly,Tunis,Tunisia,False,A,Friday,January,2002,2002-01-11,24537.0
Ecuador,Guatemala,1,0,Friendly,Guayaquil,Ecuador,False,H,Saturday,January,2002,2002-01-12,24538.0
Ivory Coast,Nigeria,1,1,Friendly,Abidjan,Ivory Coast,False,D,Saturday,January,2002,2002-01-12,24539.0
Morocco,Guinea,2,1,Friendly,Rabat,Morocco,False,H,Sunday,January,2002,2002-01-13,24540.0
Qatar,Iraq,1,3,Friendly,Doha,Qatar,False,A,Sunday,January,2002,2002-01-13,24541.0
Algeria,Benin,4,0,Friendly,Algiers,Algeria,False,H,Monday,January,2002,2002-01-14,24542.0
South Africa,Angola,1,0,Friendly,Mafikeng,South Africa,False,H,Tuesday,January,2002,2002-01-15,24543.0
Gambia,Morocco,0,2,Friendly,Banjul,Gambia,False,A,Wednesday,January,2002,2002-01-16,24544.0
Saudi Arabia,Kuwait,1,1,Gulf Cup,Riyadh,Saudi Arabia,False,D,Wednesday,January,2002,2002-01-16,24545.0
Qatar,Bahrain,1,0,Gulf Cup,Riyadh,Saudi Arabia,True,H,Thursday,January,2002,2002-01-17,24546.0
United Arab Emirates,Oman,1,0,Gulf Cup,Riyadh,Saudi Arabia,True,H,Thursday,January,2002,2002-01-17,24547.0
Haiti,Canada,0,2,Gold Cup,Miami,United States,True,A,Friday,January,2002,2002-01-18,24548.0
Martinique,Costa Rica,0,2,Gold Cup,Miami,United States,True,A,Friday,January,2002,2002-01-18,24549.0
El Salvador,Mexico,0,1,Gold Cup,Pasadena,United States,True,A,Saturday,January,2002,2002-01-19,24550.0
Kuwait,Oman,1,3,Gulf Cup,Riyadh,Saudi Arabia,True,A,Saturday,January,2002,2002-01-19,24551.0
Mali,Liberia,1,1,African Cup of Nations,Bamako,Mali,False,D,Saturday,January,2002,2002-01-19,24552.0
Saint Kitts and Nevis,Grenada,1,1,Friendly,Basseterre,Saint Kitts and Nevis,False,D,Saturday,January,2002,2002-01-19,24553.0
United States,South Korea,2,1,Gold Cup,Pasadena,United States,False,H,Saturday,January,2002,2002-01-19,24554.0
Antigua and Barbuda,Dominica,4,0,Friendly,St. John's,Antigua and Barbuda,False,H,Sunday,January,2002,2002-01-20,24555.0
Cameroon,DR Congo,1,0,African Cup of Nations,Sikasso,Mali,True,H,Sunday,January,2002,2002-01-20,24556.0
Costa Rica,Trinidad and Tobago,1,1,Gold Cup,Miami,United States,True,D,Sunday,January,2002,2002-01-20,24557.0
Ecuador,Haiti,0,2,Gold Cup,Miami,United States,True,A,Sunday,January,2002,2002-01-20,24558.0
Egypt,Senegal,0,1,African Cup of Nations,Bamako,Mali,True,A,Sunday,January,2002,2002-01-20,24559.0
Saudi Arabia,Bahrain,3,1,Gulf Cup,Riyadh,Saudi Arabia,False,H,Sunday,January,2002,2002-01-20,24560.0
South Africa,Burkina Faso,0,0,African Cup of Nations,Ségou,Mali,True,D,Sunday,January,2002,2002-01-20,24561.0
United Arab Emirates,Qatar,0,2,Gulf Cup,Riyadh,Saudi Arabia,True,A,Sunday,January,2002,2002-01-20,24562.0
Algeria,Nigeria,0,1,African Cup of Nations,Bamako,Mali,True,A,Monday,January,2002,2002-01-21,24563.0
Mexico,Guatemala,3,1,Gold Cup,Pasadena,United States,True,H,Monday,January,2002,2002-01-21,24564.0
Morocco,Ghana,0,0,African Cup of Nations,Ségou,Mali,True,D,Monday,January,2002,2002-01-21,24565.0
